Table,NAME,FMTName,Type,Value,Label,Flat,
HOUSEHOLD,DOC3,DOC,C,R,Refused,NO,
HOUSEHOLD,DOWNPCT,DOWNPCT,C,0,No down payment,NO,
HOUSEHOLD,DOWNPCT,DOWNPCT,C,1,0 to 2 percent,NO,
HOUSEHOLD,DOWNPCT,DOWNPCT,C,2,3 to 5 percent,NO,
HOUSEHOLD,DOWNPCT,DOWNPCT,C,3,6 to 10 percent,NO,
HOUSEHOLD,DOWNPCT,DOWNPCT,C,4,11 to 15 percent,NO,
HOUSEHOLD,DOWNPCT,DOWNPCT,C,5,16 to 20 percent,NO,
HOUSEHOLD,DOWNPCT,DOWNPCT,C,6,21 to 40 percent,NO,
HOUSEHOLD,DOWNPCT,DOWNPCT,C,7,41 to 99 percent,NO,
HOUSEHOLD,DOWNPCT,DOWNPCT,C,8,Bought outright,NO,
HOUSEHOLD,DOWNPCT,DOWNPCT,C,B,Not applicable,NO,
HOUSEHOLD,DOWNPCT,DOWNPCT,C,D,Don't know,NO,
HOUSEHOLD,DPALTCOM,DPALTCOM,C,1,Yes,NO,
HOUSEHOLD,DPALTCOM,DPALTCOM,C,2,No,NO,
HOUSEHOLD,DPALTCOM,DPALTCOM,C,B,Not applicable,NO,
HOUSEHOLD,DPALTCOM,DPALTCOM,C,D,Don't know,NO,
HOUSEHOLD,DPALTCOM,DPALTCOM,C,R,Refused,NO,
HOUSEHOLD,DPBNREAD,DPBNREAD,C,1,Yes,NO,
HOUSEHOLD,DPBNREAD,DPBNREAD,C,2,No,NO,
HOUSEHOLD,DPBNREAD,DPBNREAD,C,B,Not applicable,NO,
HOUSEHOLD,DPBNREAD,DPBNREAD,C,D,Don't know,NO,
HOUSEHOLD,DPBNREAD,DPBNREAD,C,R,Refused,NO,
HOUSEHOLD,DPDRFOOD,DPDRFOOD,C,1,Yes,NO,
HOUSEHOLD,DPDRFOOD,DPDRFOOD,C,2,No,NO,
HOUSEHOLD,DPDRFOOD,DPDRFOOD,C,B,Not applicable,NO,
HOUSEHOLD,DPDRFOOD,DPDRFOOD,C,D,Don't know,NO,
HOUSEHOLD,DPDRFOOD,DPDRFOOD,C,R,Refused,NO,
HOUSEHOLD,DPEMWATER,DPEMWATER,C,1,Yes,NO,
HOUSEHOLD,DPEMWATER,DPEMWATER,C,2,No,NO,
HOUSEHOLD,DPEMWATER,DPEMWATER,C,B,Not applicable,NO,
HOUSEHOLD,DPEMWATER,DPEMWATER,C,D,Don't know,NO,
HOUSEHOLD,DPEMWATER,DPEMWATER,C,R,Refused,NO,
HOUSEHOLD,DPEVACPETS,DPEVACPETS,C,1,Yes,NO,
HOUSEHOLD,DPEVACPETS,DPEVACPETS,C,2,No,NO,
HOUSEHOLD,DPEVACPETS,DPEVACPETS,C,3,No pets,NO,
HOUSEHOLD,DPEVACPETS,DPEVACPETS,C,B,Not applicable,NO,
HOUSEHOLD,DPEVACPETS,DPEVACPETS,C,D,Don't know,NO,
HOUSEHOLD,DPEVACPETS,DPEVACPETS,C,R,Refused,NO,
HOUSEHOLD,DPEVFIN,DPEVFIN,C,1,Yes,NO,
HOUSEHOLD,DPEVFIN,DPEVFIN,C,2,No,NO,
HOUSEHOLD,DPEVFIN,DPEVFIN,C,B,Not applicable,NO,
HOUSEHOLD,DPEVFIN,DPEVFIN,C,D,Don't know,NO,
HOUSEHOLD,DPEVFIN,DPEVFIN,C,R,Refused,NO,
HOUSEHOLD,DPEVINFO,DPEVINFO,C,1,Yes,NO,
HOUSEHOLD,DPEVINFO,DPEVINFO,C,2,No,NO,
HOUSEHOLD,DPEVINFO,DPEVINFO,C,B,Not applicable,NO,
HOUSEHOLD,DPEVINFO,DPEVINFO,C,D,Don't know,NO,
HOUSEHOLD,DPEVINFO,DPEVINFO,C,R,Refused,NO,
HOUSEHOLD,DPEVKIT,DPEVKIT,C,1,Yes,NO,
HOUSEHOLD,DPEVKIT,DPEVKIT,C,2,No,NO,
HOUSEHOLD,DPEVKIT,DPEVKIT,C,B,Not applicable,NO,
HOUSEHOLD,DPEVKIT,DPEVKIT,C,D,Don't know,NO,
HOUSEHOLD,DPEVKIT,DPEVKIT,C,R,Refused,NO,
HOUSEHOLD,DPEVLOC,DPEVLOC,C,1,Relatives / friends,NO,
HOUSEHOLD,DPEVLOC,DPEVLOC,C,2,Shelter,NO,
HOUSEHOLD,DPEVLOC,DPEVLOC,C,3,Hotel,NO,
HOUSEHOLD,DPEVLOC,DPEVLOC,C,4,RV,NO,
HOUSEHOLD,DPEVLOC,DPEVLOC,C,5,Other,NO,
HOUSEHOLD,DPEVLOC,DPEVLOC,C,B,Not applicable,NO,
HOUSEHOLD,DPEVLOC,DPEVLOC,C,D,Don't know,NO,
HOUSEHOLD,DPEVLOC,DPEVLOC,C,R,Refused,NO,
HOUSEHOLD,DPEVSEP,DPEVSEP,C,1,Yes,NO,
HOUSEHOLD,DPEVSEP,DPEVSEP,C,2,No,NO,
HOUSEHOLD,DPEVSEP,DPEVSEP,C,B,Not applicable,NO,
HOUSEHOLD,DPEVSEP,DPEVSEP,C,D,Don't know,NO,
HOUSEHOLD,DPEVSEP,DPEVSEP,C,R,Refused,NO,
HOUSEHOLD,DPEVVEHIC,DPEVVEHIC,C,1,Yes,NO,
HOUSEHOLD,DPEVVEHIC,DPEVVEHIC,C,2,No,NO,
HOUSEHOLD,DPEVVEHIC,DPEVVEHIC,C,B,Not applicable,NO,
HOUSEHOLD,DPEVVEHIC,DPEVVEHIC,C,D,Don't know,NO,
HOUSEHOLD,DPEVVEHIC,DPEVVEHIC,C,R,Refused,NO,
HOUSEHOLD,DPGENERT,DPGENERT,C,1,Yes,NO,
HOUSEHOLD,DPGENERT,DPGENERT,C,2,No,NO,
HOUSEHOLD,DPGENERT,DPGENERT,C,B,Not applicable,NO,
HOUSEHOLD,DPGENERT,DPGENERT,C,D,Don't know,NO,
HOUSEHOLD,DPGENERT,DPGENERT,C,R,Refused,NO,
HOUSEHOLD,DRSHOP,DRSHOP,C,1,Yes,NO,
HOUSEHOLD,DRSHOP,DRSHOP,C,2,No,NO,
HOUSEHOLD,DRSHOP,DRSHOP,C,B,Not applicable,NO,
HOUSEHOLD,DRUGSTORE,DRUGSTORE,C,1,Yes,NO,
HOUSEHOLD,DRUGSTORE,DRUGSTORE,C,2,No,NO,
HOUSEHOLD,DRUGSTORE,DRUGSTORE,C,B,Not applicable,NO,
HOUSEHOLD,DRUGSTORE,DRUGSTORE,C,D,Don't know,NO,
HOUSEHOLD,DRUGSTORE,DRUGSTORE,C,R,Refused,NO,
HOUSEHOLD,DRY,DRY,C,1,Yes,NO,
HOUSEHOLD,DRY,DRY,C,2,No,NO,
HOUSEHOLD,DWNPAY,DWNPAY,C,,Not reported,NO,
HOUSEHOLD,DWNPAY,DWNPAY,C,1,Sale of previous home if sold during 12 months prior to purchase of new home,NO,
HOUSEHOLD,DWNPAY,DWNPAY,C,2,Savings or cash on hand,NO,
HOUSEHOLD,DWNPAY,DWNPAY,C,3,Sale of other investment,NO,
HOUSEHOLD,DWNPAY,DWNPAY,C,4,"Borrowing, other than a mortgage on this property",NO,
HOUSEHOLD,DWNPAY,DWNPAY,C,5,Inheritance or gift,NO,
HOUSEHOLD,DWNPAY,DWNPAY,C,6,Land where building was built used for financing,NO,
HOUSEHOLD,DWNPAY,DWNPAY,C,7,Other (specify),NO,
HOUSEHOLD,DWNPAY,DWNPAY,C,8,No down payment,NO,
HOUSEHOLD,DWNPAY,DWNPAY,C,B,Not applicable,NO,
HOUSEHOLD,DWNPAY,DWNPAY,C,D,Don't know,NO,
HOUSEHOLD,DWNPAY,DWNPAY,C,R,Refused,NO,
HOUSEHOLD,EABAN,EABAN,C,0,Not reported,NO,
HOUSEHOLD,EABAN,EABAN,C,1,One,NO,
HOUSEHOLD,EABAN,EABAN,C,2,More than one,NO,
HOUSEHOLD,EABAN,EABAN,C,3,None,NO,
HOUSEHOLD,EABAN,EABAN,C,4,No building within 1/2 block,NO,
HOUSEHOLD,EABAN,EABAN,C,B,Not applicable,NO,
HOUSEHOLD,EABAN,EABAN,C,D,Don't know,NO,
HOUSEHOLD,EABAN,EABAN,C,R,Refused,NO,
HOUSEHOLD,EAGE,EAGE,C,1,Sample unit is older,NO,
HOUSEHOLD,EAGE,EAGE,C,2,Sample unit is about the same age,NO,
HOUSEHOLD,EAGE,EAGE,C,3,Sample unit is newer,NO,
HOUSEHOLD,EAGE,EAGE,C,4,Very mixed,NO,
HOUSEHOLD,EAGE,EAGE,C,5,No other residential buildings,NO,
HOUSEHOLD,EAGE,EAGE,C,B,Not applicable,NO,
HOUSEHOLD,EAGE,EAGE,C,D,Don't know,NO,
HOUSEHOLD,EAGE,EAGE,C,R,Refused,NO,
HOUSEHOLD,EBAR,EBAR,C,1,Yes,NO,
HOUSEHOLD,EBAR,EBAR,C,2,No,NO,
HOUSEHOLD,EBAR,EBAR,C,B,Not applicable,NO,
HOUSEHOLD,EBAR,EBAR,C,D,Don't know,NO,
HOUSEHOLD,EBAR,EBAR,C,R,Refused,NO,
HOUSEHOLD,EBARCL,EBARCL,C,1,"Yes, one building",NO,
HOUSEHOLD,EBARCL,EBARCL,C,2,"Yes, more than one building",NO,
HOUSEHOLD,EBARCL,EBARCL,C,3,No,NO,
HOUSEHOLD,EBARCL,EBARCL,C,B,Not applicable,NO,
HOUSEHOLD,EBARCL,EBARCL,C,D,Don't know,NO,
HOUSEHOLD,EBARCL,EBARCL,C,R,Refused,NO,
HOUSEHOLD,EBOARD,EBOARD,C,,Not reported,NO,
HOUSEHOLD,EBOARD,EBOARD,C,1,Yes,NO,
HOUSEHOLD,EBOARD,EBOARD,C,2,No,NO,
HOUSEHOLD,EBOARD,EBOARD,C,B,Not applicable,NO,
HOUSEHOLD,EBOARD,EBOARD,C,D,Don't know,NO,
HOUSEHOLD,EBOARD,EBOARD,C,R,Refused,NO,
HOUSEHOLD,EBROKE,EBROKE,C,,Not reported,NO,
HOUSEHOLD,EBROKE,EBROKE,C,1,Yes,NO,
HOUSEHOLD,EBROKE,EBROKE,C,2,No,NO,
HOUSEHOLD,EBROKE,EBROKE,C,B,Not applicable,NO,
HOUSEHOLD,EBROKE,EBROKE,C,D,Don't know,NO,
HOUSEHOLD,EBROKE,EBROKE,C,R,Refused,NO,
HOUSEHOLD,ECOM1,ECOM,C,1,Yes,NO,
HOUSEHOLD,ECOM1,ECOM,C,2,No,NO,
HOUSEHOLD,ECOM1,ECOM,C,B,Not applicable,NO,
HOUSEHOLD,ECOM1,ECOM,C,D,Don't know,NO,
HOUSEHOLD,ECOM1,ECOM,C,R,Refused,NO,
HOUSEHOLD,ECOM2,ECOM,C,1,Yes,NO,
HOUSEHOLD,ECOM2,ECOM,C,2,No,NO,
HOUSEHOLD,ECOM2,ECOM,C,B,Not applicable,NO,
HOUSEHOLD,ECOM2,ECOM,C,D,Don't know,NO,
HOUSEHOLD,ECOM2,ECOM,C,R,Refused,NO,
HOUSEHOLD,ECRUMB,ECRUMB,C,,Not reported,NO,
HOUSEHOLD,ECRUMB,ECRUMB,C,1,Yes,NO,
HOUSEHOLD,ECRUMB,ECRUMB,C,2,No,NO,
HOUSEHOLD,ECRUMB,ECRUMB,C,B,Not applicable,NO,
HOUSEHOLD,ECRUMB,ECRUMB,C,D,Don't know,NO,
HOUSEHOLD,ECRUMB,ECRUMB,C,R,Refused,NO,
HOUSEHOLD,EGOOD,EGOOD,C,,Not reported,NO,
HOUSEHOLD,EGOOD,EGOOD,C,1,Yes,NO,
HOUSEHOLD,EGOOD,EGOOD,C,B,Not applicable,NO,
HOUSEHOLD,EGREEN,EGREEN,C,1,Yes,NO,
HOUSEHOLD,EGREEN,EGREEN,C,2,No,NO,
HOUSEHOLD,EGREEN,EGREEN,C,B,Not applicable,NO,
HOUSEHOLD,EGREEN,EGREEN,C,D,Don't know,NO,
HOUSEHOLD,EGREEN,EGREEN,C,R,Refused,NO,
HOUSEHOLD,EHEIGHT,EHEIGHT,C,1,Tallest has 7 or more stories,NO,
HOUSEHOLD,EHEIGHT,EHEIGHT,C,2,Tallest has 4 to 6 stories,NO,
HOUSEHOLD,EHEIGHT,EHEIGHT,C,3,Tallest has 1 to 3 stories,NO,
HOUSEHOLD,EHEIGHT,EHEIGHT,C,B,Not applicable,NO,
HOUSEHOLD,EHEIGHT,EHEIGHT,C,D,Don't know,NO,
HOUSEHOLD,EHEIGHT,EHEIGHT,C,R,Refused,NO,
HOUSEHOLD,EHOLER,EHOLER,C,,Not reported,NO,
HOUSEHOLD,EHOLER,EHOLER,C,1,Yes,NO,
HOUSEHOLD,EHOLER,EHOLER,C,2,No,NO,
HOUSEHOLD,EHOLER,EHOLER,C,B,Not applicable,NO,
HOUSEHOLD,EHOLER,EHOLER,C,D,Don't know,NO,
HOUSEHOLD,EHOLER,EHOLER,C,R,Refused,NO,
HOUSEHOLD,EJUNK,EJUNK,C,1,Major accumulation,NO,
HOUSEHOLD,EJUNK,EJUNK,C,2,Minor accumulation,NO,
HOUSEHOLD,EJUNK,EJUNK,C,3,None,NO,
HOUSEHOLD,EJUNK,EJUNK,C,B,Not applicable,NO,
HOUSEHOLD,EJUNK,EJUNK,C,D,Don't know,NO,
HOUSEHOLD,EJUNK,EJUNK,C,R,Refused,NO,
HOUSEHOLD,ELDER,ELDER,N,0,None,NO,
HOUSEHOLD,ELDER,ELDER,N,.B,Not applicable,NO,
HOUSEHOLD,ELECT,ELECT,C,,Not reported,NO,
HOUSEHOLD,ELECT,ELECT,C,1,Yes,NO,
HOUSEHOLD,ELECT,ELECT,C,2,No,NO,
HOUSEHOLD,ELECT,ELECT,C,B,Not applicable,NO,
HOUSEHOLD,ELECT,ELECT,C,D,Don't know,NO,
HOUSEHOLD,ELECT,ELECT,C,R,Refused,NO,
HOUSEHOLD,ELEV,ELEV,C,1,No elevator,NO,
HOUSEHOLD,ELEV,ELEV,C,2,At least one working elevator,NO,
HOUSEHOLD,ELEV,ELEV,C,3,All elevators not working,NO,
HOUSEHOLD,ELEV,ELEV,C,B,Not applicable,NO,
HOUSEHOLD,ELEVWK,ELEVWK,C,1,Yes,NO,
HOUSEHOLD,ELEVWK,ELEVWK,C,2,No,NO,
HOUSEHOLD,ELEVWK,ELEVWK,C,B,Not applicable,NO,
HOUSEHOLD,EMISSR,EMISSR,C,,Not reported,NO,
HOUSEHOLD,EMISSR,EMISSR,C,1,Yes,NO,
HOUSEHOLD,EMISSR,EMISSR,C,2,No,NO,
HOUSEHOLD,EMISSR,EMISSR,C,B,Not applicable,NO,
HOUSEHOLD,EMISSR,EMISSR,C,D,Don't know,NO,
HOUSEHOLD,EMISSR,EMISSR,C,R,Refused,NO,
HOUSEHOLD,EMISSW,EMISSW,C,,Not reported,NO,
HOUSEHOLD,EMISSW,EMISSW,C,1,Yes,NO,
HOUSEHOLD,EMISSW,EMISSW,C,2,No,NO,
HOUSEHOLD,EMISSW,EMISSW,C,B,Not applicable,NO,
HOUSEHOLD,EMISSW,EMISSW,C,D,Don't know,NO,
HOUSEHOLD,EMISSW,EMISSW,C,R,Refused,NO,
HOUSEHOLD,ENEFIC,ENEFIC,C,,Not reported,NO,
HOUSEHOLD,ENEFIC,ENEFIC,C,1,Yes,NO,
HOUSEHOLD,ENEFIC,ENEFIC,C,2,No,NO,
HOUSEHOLD,ENEFIC,ENEFIC,C,B,Not applicable,NO,
HOUSEHOLD,ENEFIC,ENEFIC,C,D,Don't know,NO,
HOUSEHOLD,ENEFIC,ENEFIC,C,R,Refused,NO,
HOUSEHOLD,EPRKG,EPRKG,C,1,Yes,NO,
HOUSEHOLD,EPRKG,EPRKG,C,2,No,NO,
HOUSEHOLD,EPRKG,EPRKG,C,B,Not applicable,NO,
HOUSEHOLD,EPRKG,EPRKG,C,D,Don't know,NO,
HOUSEHOLD,EPRKG,EPRKG,C,R,Refused,NO,
HOUSEHOLD,EROACH,EROACH,C,1,Yes,NO,
HOUSEHOLD,EROACH,EROACH,C,2,No,NO,
HOUSEHOLD,EROACH,EROACH,C,B,Not applicable,NO,
HOUSEHOLD,EROAD,EROAD,C,1,Major repairs needed,NO,
HOUSEHOLD,EROAD,EROAD,C,2,Minor repairs needed,NO,
HOUSEHOLD,EROAD,EROAD,C,3,No repairs needed,NO,
HOUSEHOLD,EROAD,EROAD,C,4,No street within 1/2 block,NO,
HOUSEHOLD,EROAD,EROAD,C,B,Not applicable,NO,
HOUSEHOLD,EROAD,EROAD,C,D,Don't know,NO,
HOUSEHOLD,EROAD,EROAD,C,R,Refused,NO,
HOUSEHOLD,ESAGR,ESAGR,C,1,Yes,NO,
HOUSEHOLD,ESAGR,ESAGR,C,2,No,NO,
HOUSEHOLD,ESAGR,ESAGR,C,B,Not applicable,NO,
HOUSEHOLD,ESAGR,ESAGR,C,D,Don't know,NO,
HOUSEHOLD,ESAGR,ESAGR,C,R,Refused,NO,
HOUSEHOLD,ESLOPW,ESLOPW,C,1,Yes,NO,
HOUSEHOLD,ESLOPW,ESLOPW,C,2,No,NO,
HOUSEHOLD,ESLOPW,ESLOPW,C,B,Not applicable,NO,
HOUSEHOLD,ESLOPW,ESLOPW,C,D,Don't know,NO,
HOUSEHOLD,ESLOPW,ESLOPW,C,R,Refused,NO,
HOUSEHOLD,ETRANS,ETRANS,C,1,Yes,NO,
HOUSEHOLD,ETRANS,ETRANS,C,2,No,NO,
HOUSEHOLD,ETRANS,ETRANS,C,B,Not applicable,NO,
HOUSEHOLD,ETRANS,ETRANS,C,D,Don't know,NO,
HOUSEHOLD,ETRANS,ETRANS,C,R,Refused,NO,
HOUSEHOLD,EVROD,EVROD,C,1,Yes,NO,
HOUSEHOLD,EVROD,EVROD,C,2,No,NO,
HOUSEHOLD,EVROD,EVROD,C,B,Not applicable,NO,
HOUSEHOLD,EWATER,EWATER,C,1,Yes,NO,
HOUSEHOLD,EWATER,EWATER,C,2,No,NO,
HOUSEHOLD,EWATER,EWATER,C,B,Not applicable,NO,
HOUSEHOLD,EWATER,EWATER,C,D,Don't know,NO,
HOUSEHOLD,EWATER,EWATER,C,R,Refused,NO,
HOUSEHOLD,EXCLUS,EXCLUS,N,.,Not reported,NO,
HOUSEHOLD,EXCLUS,EXCLUS,N,0,None,NO,
HOUSEHOLD,EXCLUS,EXCLUS,N,10,10 or more,NO,
HOUSEHOLD,EXCLUS,EXCLUS,N,.B,Not applicable,NO,
HOUSEHOLD,EXCLUS,EXCLUS,N,.D,Don't know,NO,
HOUSEHOLD,EXCLUS,EXCLUS,N,.R,Refused,NO,
HOUSEHOLD,EXTLN2,EXTLN,C,1,Yes,NO,
HOUSEHOLD,EXTLN2,EXTLN,C,2,No,NO,
HOUSEHOLD,EXTLN2,EXTLN,C,B,Not applicable,NO,
HOUSEHOLD,EXTLN2,EXTLN,C,D,Don't know,NO,
HOUSEHOLD,EXTLN2,EXTLN,C,R,Refused,NO,
HOUSEHOLD,EXTLN3,EXTLN,C,1,Yes,NO,
HOUSEHOLD,EXTLN3,EXTLN,C,2,No,NO,
HOUSEHOLD,EXTLN3,EXTLN,C,B,Not applicable,NO,
HOUSEHOLD,EXTLN3,EXTLN,C,D,Don't know,NO,
HOUSEHOLD,EXTLN3,EXTLN,C,R,Refused,NO,
HOUSEHOLD,EXTLON,EXTLON,C,1,Yes,NO,
HOUSEHOLD,EXTLON,EXTLON,C,2,No,NO,
HOUSEHOLD,EXTLON,EXTLON,C,B,Not applicable,NO,
HOUSEHOLD,EXTLON,EXTLON,C,D,Don't know,NO,
HOUSEHOLD,EXTLON,EXTLON,C,R,Refused,NO,
HOUSEHOLD,FIXED,FIXED,C,,Not reported,NO,
HOUSEHOLD,FIXED,FIXED,C,1,Yes,NO,
HOUSEHOLD,FIXED,FIXED,C,2,No,NO,
HOUSEHOLD,FIXED,FIXED,C,B,Not applicable,NO,
HOUSEHOLD,FIXED,FIXED,C,D,Don't know,NO,
HOUSEHOLD,FIXED,FIXED,C,R,Refused,NO,
HOUSEHOLD,FIXED2,FIXED,C,,Not reported,NO,
HOUSEHOLD,FIXED2,FIXED,C,1,Yes,NO,
HOUSEHOLD,FIXED2,FIXED,C,2,No,NO,
HOUSEHOLD,FIXED2,FIXED,C,B,Not applicable,NO,
HOUSEHOLD,FIXED2,FIXED,C,D,Don't know,NO,
HOUSEHOLD,FIXED2,FIXED,C,R,Refused,NO,
HOUSEHOLD,FIXED3,FIXED,C,,Not reported,NO,
HOUSEHOLD,FIXED3,FIXED,C,1,Yes,NO,
HOUSEHOLD,FIXED3,FIXED,C,2,No,NO,
HOUSEHOLD,FIXED3,FIXED,C,B,Not applicable,NO,
HOUSEHOLD,FIXED3,FIXED,C,D,Don't know,NO,
HOUSEHOLD,FIXED3,FIXED,C,R,Refused,NO,
HOUSEHOLD,FLIN,FLIN,C,1,Yes,NO,
HOUSEHOLD,FLIN,FLIN,C,2,No,NO,
HOUSEHOLD,FLIN,FLIN,C,B,Not applicable,NO,
HOUSEHOLD,FLIN,FLIN,C,D,Don't know,NO,
HOUSEHOLD,FLOT,FLOT,C,1,Yes,NO,
HOUSEHOLD,FLOT,FLOT,C,2,No,NO,
HOUSEHOLD,FLOT,FLOT,C,B,Not applicable,NO,
HOUSEHOLD,FLOT,FLOT,C,D,Don't know,NO,
HOUSEHOLD,FLRENT,FLRENT,N,.,Not reported,NO,
HOUSEHOLD,FLRENT,FLRENT,N,.B,Not applicable,NO,
HOUSEHOLD,FLRENT,FLRENT,N,.D,Don't know,NO,
HOUSEHOLD,FLRENT,FLRENT,N,.R,Refused,NO,
HOUSEHOLD,FMHOTF,FMHOTF,N,.,Not reported,NO,
HOUSEHOLD,FMHOTF,FMHOTF,N,.B,Not applicable,NO,
HOUSEHOLD,FMHOTF,FMHOTF,N,.D,Don't know,NO,
HOUSEHOLD,FMHOTF,FMHOTF,N,.R,Refused,NO,
HOUSEHOLD,FMRPMT,FMRPMT,C,,Not reported,NO,
HOUSEHOLD,FMRPMT,FMRPMT,C,1,Once a month,NO,
HOUSEHOLD,FMRPMT,FMRPMT,C,2,Twice a month,NO,
HOUSEHOLD,FMRPMT,FMRPMT,C,3,Every two weeks,NO,
HOUSEHOLD,FMRPMT,FMRPMT,C,4,Something else,NO,
HOUSEHOLD,FMRPMT,FMRPMT,C,B,Not applicable,NO,
HOUSEHOLD,FMRPMT,FMRPMT,C,D,Don't know,NO,
HOUSEHOLD,FMRPMT,FMRPMT,C,R,Refused,NO,
HOUSEHOLD,FMRPMT2,FMRPMT,C,,Not reported,NO,
HOUSEHOLD,FMRPMT2,FMRPMT,C,1,Once a month,NO,
HOUSEHOLD,FMRPMT2,FMRPMT,C,2,Twice a month,NO,
HOUSEHOLD,FMRPMT2,FMRPMT,C,3,Every two weeks,NO,
HOUSEHOLD,FMRPMT2,FMRPMT,C,4,Something else,NO,
HOUSEHOLD,FMRPMT2,FMRPMT,C,B,Not applicable,NO,
HOUSEHOLD,FMRPMT2,FMRPMT,C,D,Don't know,NO,
HOUSEHOLD,FMRPMT2,FMRPMT,C,R,Refused,NO,
HOUSEHOLD,FMRPMT3,FMRPMT,C,,Not reported,NO,
HOUSEHOLD,FMRPMT3,FMRPMT,C,1,Once a month,NO,
HOUSEHOLD,FMRPMT3,FMRPMT,C,2,Twice a month,NO,
HOUSEHOLD,FMRPMT3,FMRPMT,C,3,Every two weeks,NO,
HOUSEHOLD,FMRPMT3,FMRPMT,C,4,Something else,NO,
HOUSEHOLD,FMRPMT3,FMRPMT,C,B,Not applicable,NO,
HOUSEHOLD,FMRPMT3,FMRPMT,C,D,Don't know,NO,
HOUSEHOLD,FMRPMT3,FMRPMT,C,R,Refused,NO,
HOUSEHOLD,FPINS,FPINS,C,1,"Yes, all with inserts",NO,
HOUSEHOLD,FPINS,FPINS,C,2,"Yes, some with inserts",NO,
HOUSEHOLD,FPINS,FPINS,C,3,"No, none have inserts",NO,
HOUSEHOLD,FPINS,FPINS,C,B,Not applicable,NO,
HOUSEHOLD,FPINS,FPINS,C,D,Don't know,NO,
HOUSEHOLD,FPINS,FPINS,C,R,Refused,NO,
HOUSEHOLD,FPLWK,FPLWK,C,1,Yes,NO,
HOUSEHOLD,FPLWK,FPLWK,C,2,No,NO,
HOUSEHOLD,FREEZE,FREEZE,C,,Not reported,NO,
HOUSEHOLD,FREEZE,FREEZE,C,1,Yes,NO,
HOUSEHOLD,FREEZE,FREEZE,C,2,No,NO,
HOUSEHOLD,FREEZE,FREEZE,C,3,Did not live here last winter,NO,
HOUSEHOLD,FREEZE,FREEZE,C,B,Not applicable,NO,
HOUSEHOLD,FREEZE,FREEZE,C,D,Don't know,NO,
HOUSEHOLD,FREEZE,FREEZE,C,R,Refused,NO,
HOUSEHOLD,FRENT,FRENT,N,53,53 or more times per year,NO,
HOUSEHOLD,FRENT,FRENT,N,.B,Not applicable,NO,
HOUSEHOLD,FRIENDS,FRIENDS,C,1,None,NO,
HOUSEHOLD,FRIENDS,FRIENDS,C,2,One or two,NO,
HOUSEHOLD,FRIENDS,FRIENDS,C,3,Three to five,NO,
HOUSEHOLD,FRIENDS,FRIENDS,C,4,Six to nine,NO,
HOUSEHOLD,FRIENDS,FRIENDS,C,5,Ten or more,NO,
HOUSEHOLD,FRIENDS,FRIENDS,C,B,Not applicable,NO,
HOUSEHOLD,FRIENDS,FRIENDS,C,D,Don't know,NO,
HOUSEHOLD,FRIENDS,FRIENDS,C,R,Refused,NO,
HOUSEHOLD,FRPL,FRPL,C,,Not reported,NO,
HOUSEHOLD,FRPL,FRPL,C,1,"No, none have inserts",NO,
HOUSEHOLD,FRPL,FRPL,C,B,Not applicable,NO,
HOUSEHOLD,FRPLI,FRPLI,C,,Not reported,NO,
HOUSEHOLD,FRPLI,FRPLI,C,1,"Yes, some or all with inserts",NO,
HOUSEHOLD,FRPLI,FRPLI,C,B,Not applicable,NO,
HOUSEHOLD,FRSIT,FRSIT,C,,Not reported,NO,
HOUSEHOLD,FRSIT,FRSIT,C,1,First site,NO,
HOUSEHOLD,FRSIT,FRSIT,C,2,Moved from another site,NO,
HOUSEHOLD,FRSIT,FRSIT,C,B,Not applicable,NO,
HOUSEHOLD,FRSIT,FRSIT,C,D,Don't know,NO,
HOUSEHOLD,FRSIT,FRSIT,C,R,Refused,NO,
HOUSEHOLD,FRSTHO,FRSTHO,C,,Not reported,NO,
HOUSEHOLD,FRSTHO,FRSTHO,C,1,Owned a home previously,NO,
HOUSEHOLD,FRSTHO,FRSTHO,C,2,First time home buyer,NO,
HOUSEHOLD,FRSTHO,FRSTHO,C,B,Not applicable,NO,
HOUSEHOLD,FRSTHO,FRSTHO,C,D,Don't know,NO,
HOUSEHOLD,FRSTHO,FRSTHO,C,R,Refused,NO,
HOUSEHOLD,FRSTOC,FRSTOC,C,,Not reported,NO,
HOUSEHOLD,FRSTOC,FRSTOC,C,1,First occupants,NO,
HOUSEHOLD,FRSTOC,FRSTOC,C,2,Previously occupied,NO,
HOUSEHOLD,FRSTOC,FRSTOC,C,B,Not applicable,NO,
HOUSEHOLD,FRSTOC,FRSTOC,C,D,Don't know,NO,
HOUSEHOLD,FRSTOC,FRSTOC,C,R,Refused,NO,
HOUSEHOLD,FRSTRM,FRSTRM,N,.,Not reported,NO,
HOUSEHOLD,FRSTRM,FRSTRM,N,0,Mortgage less than a year old,NO,
HOUSEHOLD,FRSTRM,FRSTRM,N,.B,Not applicable,NO,
HOUSEHOLD,FRSTRM,FRSTRM,N,.D,Don't know,NO,
HOUSEHOLD,FRSTRM,FRSTRM,N,.R,Refused,NO,
HOUSEHOLD,FRSTRM2,FRSTRM,N,.,Not reported,NO,
HOUSEHOLD,FRSTRM2,FRSTRM,N,0,Mortgage less than a year old,NO,
HOUSEHOLD,FRSTRM2,FRSTRM,N,.B,Not applicable,NO,
